epoxide_component_id,dioxaphospholane_oxide_component_id,acrylate_component_id,pll_backbone_equivalent,epoxide_equivalent,dioxaphospholane_oxide_equivalent,acrylate_equivalent,transfection_efficiency,class_label
E10,NAN,A16,1,2,NAN,0.5,3898165704,0
E10,NAN,A17,1,2,NAN,0.25,2269554196,0
E10,NAN,A18,1,2,NAN,0.5,2003332488,0
E10,NAN,NAN,1,3,NAN,NAN,1762571860,0
E10,NAN,A23,1,3,NAN,0.25,1595817925,0
E10,NAN,A17,1,3,NAN,0.25,967570411,0
E10,NAN,A22,1,2,NAN,0.25,876294495,0
E10,NAN,A22,1,3,NAN,0.25,866313930,0
E10,NAN,A17,1,2,NAN,0.5,680581647,0
E12,NAN,NAN,1,3,NAN,NAN,1002463184,0
E12,NAN,A17,1,2,NAN,0.25,756820704,0
E12,NAN,A22,1,2,NAN,0.25,641102833,0
E14,NAN,A9,1,2,NAN,0.5,2138861160,0
E14,NAN,A17,1,2,NAN,0.25,1629695100,0
E14,NAN,A22,1,2,NAN,0.25,1342518539,0
E14,NAN,A17,1,3,NAN,0.25,1268609517,0
E14,NAN,A16,1,2,NAN,0.5,851625600,0
E14,NAN,A22,1,3,NAN,0.25,781928496,0
E3,NAN,A16,1,2,NAN,0.75,1.18E+11,0
E3,NAN,A2,1,2,NAN,0.5,82794398784,0
E3,NAN,A9,1,2,NAN,0.5,41355723456,0
E3,NAN,A18,1,2,NAN,0.5,38115594480,0
E3,NAN,A16,1,2,NAN,0.5,6217523976,0
E3,NAN,A23,1,2,NAN,0.25,3062777907,0
E3,NAN,A22,1,2,NAN,0.5,2891418529,0
E3,NAN,A18,1,2,NAN,0.75,2307853848,0
E3,NAN,A17,1,2,NAN,0.5,1046154330,0
E3,NAN,A1,1,2,NAN,0.5,1041324336,0
E3,NAN,A22,1,3,NAN,0.25,687913849,0
E3h,NAN,A16,1,2,NAN,0.75,21580270680,0
E3h,NAN,A18,1,2,NAN,0.75,2292540000,0
E3h,NAN,A18,1,2,NAN,0.5,2214143568,0
E3h,NAN,A2,1,2,NAN,0.5,1126038192,0
E3h,NAN,A9,1,2,NAN,0.75,1045611192,0
E3h,NAN,A16,1,2,NAN,0.5,1033538136,0
E3h,NAN,A9,1,2,NAN,0.5,638844144,0
E4,NAN,A16,1,2,NAN,0.75,90919667616,0
E4,NAN,A18,1,2,NAN,0.5,21539670720,0
E4,NAN,A22,1,2,NAN,0.5,6805750573,0
E4,NAN,A16,1,2,NAN,0.5,1970237376,0
E4,NAN,A9,1,2,NAN,0.5,1612245456,0
E4,NAN,A23,1,3,NAN,0.25,1143014235,0
E4,NAN,A23,1,2,NAN,0.25,1017519911,0
E4,NAN,A9,1,2,NAN,0.25,940960845,0
E4,NAN,A17,1,2,NAN,0.5,865458337,0
E4,NAN,A22,1,3,NAN,0.25,773071726,0
E5,NAN,A18,1,2,NAN,0.5,48461112720,0
E5,NAN,A2,1,2,NAN,0.5,39260640576,0
E5,NAN,A16,1,2,NAN,0.75,29947040304,0
E5,NAN,A9,1,2,NAN,0.5,16153109616,0
E5,NAN,A22,1,2,NAN,0.5,10079787214,0
E5,NAN,A16,1,2,NAN,0.5,9296531736,0
E5,NAN,A23,1,2,NAN,0.25,1722221813,0
E5,NAN,A23,1,3,NAN,0.25,1489765665,0
E5,NAN,A17,1,2,NAN,0.5,1267974117,0
E6,NAN,A18,1,2,NAN,0.5,59861498496,0
E6,NAN,A16,1,2,NAN,0.75,15412397808,0
E6,NAN,A16,1,2,NAN,0.5,11392232040,0
E6,NAN,A22,1,2,NAN,0.5,9776636697,0
E6,NAN,A23,1,3,NAN,0.25,4189036409,0
E6,NAN,A9,1,2,NAN,0.5,2070019752,0
E6,NAN,A23,1,2,NAN,0.25,1365300218,0
E6,NAN,A1,1,2,NAN,0.5,924211680,0
E6,NAN,A17,1,3,NAN,0.25,913104159,0
E6,NAN,A17,1,2,NAN,0.5,877898763,0
E6,NAN,A18,1,2,NAN,0.25,861119254,0
E6,NAN,A18,1,3,NAN,0.25,815407012,0
E6,NAN,A2,1,2,NAN,0.5,807244032,0
E6,NAN,A2,1,2,NAN,0.75,734078376,0
E6,NAN,A22,1,3,NAN,0.25,708598394,0
E6,NAN,A1,1,2,NAN,0.75,637915728,0
E7f,NAN,A16,1,2,NAN,0.5,4355113496,0
E7f,NAN,A6,1,2,NAN,0.25,2729627333,0
E7f,NAN,A4,1,2,NAN,0.25,2588377913,0
E7f,NAN,A23,1,2,NAN,0.25,2549615924,0
E7f,P10,NAN,1,3,0.25,NAN,2506357421,0
E7f,NAN,A9,1,2,NAN,0.5,2224677071,0
E7f,NAN,A17,1,3,NAN,0.25,2217826517,0
E7f,NAN,A18,1,2,NAN,0.5,2092253121,0
E7f,NAN,A6,1,3,NAN,0.25,1962786371,0
E7f,NAN,A18,1,2,NAN,0.25,1712491485,0
E7f,NAN,A18,1,3,NAN,0.25,1591243045,0
E7f,NAN,A17,1,2,NAN,0.5,1569317274,0
E7f,NAN,A16,1,2,NAN,0.25,1562687699,0
E7f,NAN,A2,1,3,NAN,0.25,1394456135,0
E7f,NAN,A17,1,2,NAN,0.25,1355589188,0
E7f,NAN,NAN,1,2,NAN,NAN,1212333000,0
E7f,NAN,A16,1,3,NAN,0.25,1122614130,0
E7f,NAN,A22,1,3,NAN,0.25,1075447447,0
E7f,NAN,A22,1,2,NAN,0.5,1029618163,0
E7f,NAN,A1,1,2,NAN,0.25,980574931,0
E7f,NAN,A23,1,3,NAN,0.25,941885896,0
E7f,P9,NAN,1,3,0.25,NAN,902966705,0
E7f,NAN,A23,1,2,NAN,0.5,876384863,0
E7f,NAN,A22,1,2,NAN,0.25,742343703,0
E7f,NAN,A5,1,3,NAN,0.25,729109498,0
E7f,NAN,A9,1,3,NAN,0.25,669725249,0
E7f,P18,NAN,1,3,0.25,NAN,597135977,0
E7f,NAN,A9,1,2,NAN,0.25,588601613,0
E8,NAN,A9,1,2,NAN,0.5,77383513728,0
E8,NAN,A18,1,2,NAN,0.5,74774579040,0
E8,P2,NAN,1,3,0.25,NAN,28042927014,0
E8,NAN,A16,1,2,NAN,0.5,27157132896,0
E8,P4,NAN,1,3,0.25,NAN,11221721231,0
E8,NAN,A22,1,2,NAN,0.5,7968995945,0
E8,P5,NAN,1,3,0.25,NAN,6374814150,0
E8,NAN,A16,1,2,NAN,0.75,5711998728,0
E8,NAN,A18,1,2,NAN,0.25,3073512252,0
E8,P3,NAN,1,3,0.25,NAN,3014219227,0
E8,NAN,A23,1,3,NAN,0.25,2867521605,0
E8,NAN,A17,1,2,NAN,0.5,2371384577,0
E8,NAN,A18,1,3,NAN,0.25,2308649929,0
E8,P16,NAN,1,3,0.25,NAN,1752878025,0
E8,NAN,A23,1,2,NAN,0.25,1472130255,0
E8,P18,NAN,1,3,0.25,NAN,1322173321,0
E8,P11,NAN,1,3,0.25,NAN,1207844872,0
E8,NAN,NAN,1,3,NAN,NAN,1167661684,0
E8,NAN,A9,1,2,NAN,0.25,1017997589,0
E8,NAN,A2,1,3,NAN,0.25,1017031231,0
E8,NAN,A4,1,2,NAN,0.5,1006434408,0
E8,NAN,A6,1,3,NAN,0.25,951147271,0
E8,P23,NAN,1,3,0.25,NAN,662615246,0
E8,P15,NAN,1,3,0.25,NAN,647827385,0
E8,P1,NAN,1,3,0.25,NAN,626192256,0
E8,NAN,A5,1,3,NAN,0.25,556444495,0
E9f,NAN,NAN,1,2,NAN,NAN,20524769304,0
E9f,NAN,A16,1,2,NAN,0.25,9735485840,0
E9f,NAN,A17,1,2,NAN,0.25,8252500835,0
E9f,NAN,A22,1,2,NAN,0.25,5660113077,0
E9f,NAN,A9,1,2,NAN,0.25,5408750720,0
E9f,NAN,A23,1,2,NAN,0.25,2769500330,0
E9f,NAN,A1,1,2,NAN,0.25,2144802113,0
E9f,NAN,A18,1,2,NAN,0.25,2136486139,0
E9f,NAN,A22,1,3,NAN,0.25,1816913592,0
E9f,NAN,A23,1,3,NAN,0.25,1437634154,0
E9f,NAN,A9,1,2,NAN,0.75,1014262192,0
E9f,NAN,A17,1,3,NAN,0.25,876092109,0
E9f,NAN,A16,1,3,NAN,0.25,711395723,0
NAN,NAN,A18,1,NAN,NAN,0.5,8164307790,0
NAN,P2,A16,1,NAN,0.25,0.5,7207552281,0
NAN,P16,A22,1,NAN,0.25,0.5,6906282888,0
NAN,P3,A16,1,NAN,0.25,0.5,6897311215,0
NAN,P16,A23,1,NAN,0.25,0.5,5341734942,0
NAN,P2,A18,1,NAN,0.25,0.5,4930158811,0
NAN,NAN,A2,1,NAN,NAN,0.5,4563553510,0
NAN,P21,A18,1,NAN,0.25,0.5,4378320437,0
NAN,P23,A22,1,NAN,0.25,0.5,4351750017,0
NAN,P2,A22,1,NAN,0.25,0.5,4302493768,0
NAN,P18,A18,1,NAN,0.25,0.5,4228247166,0
NAN,P22,A23,1,NAN,0.25,0.5,4149524135,0
NAN,P3,A17,1,NAN,0.25,0.5,4019320979,0
NAN,P1,A22,1,NAN,0.25,0.5,4012957329,0
NAN,P16,A18,1,NAN,0.25,0.5,3952655317,0
NAN,P10,A23,1,NAN,0.25,0.5,3930775869,0
NAN,P18,A22,1,NAN,0.25,0.5,3898737506,0
NAN,P10,A9,1,NAN,0.25,0.5,3889370907,0
NAN,P8,A16,1,NAN,0.25,0.5,3812991946,0
NAN,P23,A18,1,NAN,0.25,0.5,3671763761,0
NAN,P1,A16,1,NAN,0.25,0.5,3669825941,0
NAN,P15,A22,1,NAN,0.25,0.5,3640196403,0
NAN,P9,A22,1,NAN,0.25,0.5,3615950326,0
NAN,P10,A22,1,NAN,0.25,0.5,3593394463,0
NAN,P19,A16,1,NAN,0.25,0.5,3576530768,0
NAN,P23,A16,1,NAN,0.25,0.5,3565289918,0
NAN,P10,A16,1,NAN,0.25,0.5,3486434910,0
NAN,P21,A16,1,NAN,0.25,0.5,3459834442,0
NAN,P22,A16,1,NAN,0.25,0.5,3323208452,0
NAN,P8,A22,1,NAN,0.25,0.5,3280254020,0
NAN,P21,A17,1,NAN,0.25,0.5,3262108461,0
NAN,P9,A16,1,NAN,0.25,0.5,3231986271,0
NAN,P2,A17,1,NAN,0.25,0.5,3207934277,0
NAN,P13,A22,1,NAN,0.25,0.5,3187765137,0
NAN,P17,A22,1,NAN,0.25,0.5,3179592539,0
NAN,P17,A16,1,NAN,0.25,0.5,3147481840,0
NAN,P10,A17,1,NAN,0.25,0.5,3120042475,0
NAN,P11,A16,1,NAN,0.25,0.5,3119669105,0
NAN,P14,A22,1,NAN,0.25,0.5,3086378470,0
NAN,P22,A18,1,NAN,0.25,0.5,3083494711,0
NAN,P19,A18,1,NAN,0.25,0.5,3071478533,0
NAN,P17,A18,1,NAN,0.25,0.5,3070554331,0
NAN,P13,A18,1,NAN,0.25,0.5,3055430170,0
NAN,P25,A16,1,NAN,0.25,0.5,2936894847,0
NAN,NAN,A22,1,NAN,NAN,0.5,2855892136,0
NAN,P25,A18,1,NAN,0.25,0.5,2826136741,0
NAN,NAN,A23,1,NAN,NAN,0.5,2767799309,0
NAN,P1,A23,1,NAN,0.25,0.5,2746918683,0
NAN,P2,A23,1,NAN,0.25,0.5,2725115498,0
NAN,P18,A23,1,NAN,0.25,0.5,2717024187,0
NAN,P14,A18,1,NAN,0.25,0.5,2669487379,0
NAN,P17,A23,1,NAN,0.25,0.5,2608995485,0
NAN,P14,A16,1,NAN,0.25,0.5,2390947838,0
NAN,P15,A18,1,NAN,0.25,0.5,2366625041,0
NAN,P22,A22,1,NAN,0.25,0.5,2351864569,0
NAN,P15,A16,1,NAN,0.25,0.5,2300468197,0
NAN,P16,A16,1,NAN,0.25,0.5,2292637917,0
NAN,P23,A23,1,NAN,0.25,0.5,2228722393,0
NAN,P2,A9,1,NAN,0.25,0.5,2166897673,0
NAN,P18,A16,1,NAN,0.25,0.5,2159602697,0
NAN,P19,A22,1,NAN,0.25,0.5,2052821609,0
NAN,P19,A23,1,NAN,0.25,0.5,2019140981,0
NAN,P22,A2,1,NAN,0.25,0.5,1867737531,0
NAN,P1,A9,1,NAN,0.25,0.5,1866162305,0
NAN,P11,A17,1,NAN,0.25,0.5,1859601467,0
NAN,P16,A9,1,NAN,0.25,0.5,1858466833,0
NAN,P8,A18,1,NAN,0.25,0.5,1820267488,0
NAN,P13,A16,1,NAN,0.25,0.5,1819497822,0
NAN,P15,A23,1,NAN,0.25,0.5,1690111643,0
NAN,P19,A9,1,NAN,0.25,0.5,1600659867,0
NAN,P23,A9,1,NAN,0.25,0.5,1593061117,0
NAN,P1,A18,1,NAN,0.25,0.5,1548389527,0
NAN,P9,A18,1,NAN,0.25,0.5,1463235350,0
NAN,P13,A23,1,NAN,0.25,0.5,1359803181,0
NAN,P15,A9,1,NAN,0.25,0.5,1260866257,0
NAN,NAN,A17,1,NAN,NAN,0.5,1210327687,0
NAN,P25,A9,1,NAN,0.25,0.5,1164587406,0
NAN,P22,A9,1,NAN,0.25,0.5,1162471669,0
NAN,P18,A17,1,NAN,0.25,0.5,1101009359,0
NAN,P17,A2,1,NAN,0.25,0.5,1082755297,0
NAN,P18,A9,1,NAN,0.25,0.5,1073295081,0
NAN,P23,A2,1,NAN,0.25,0.5,1058746960,0
NAN,P14,A9,1,NAN,0.25,0.5,1045290181,0
NAN,P22,A17,1,NAN,0.25,0.5,1010670829,0
NAN,P23,A17,1,NAN,0.25,0.5,1007056221,0
NAN,P8,A23,1,NAN,0.25,0.5,994188450,0
NAN,P14,A23,1,NAN,0.25,0.5,980677145,0
NAN,P9,A23,1,NAN,0.25,0.5,978299007,0
NAN,P8,A9,1,NAN,0.25,0.5,941965785,0
NAN,P9,A17,1,NAN,0.25,0.5,888472126,0
NAN,P1,A17,1,NAN,0.25,0.5,823774789,0
NAN,P15,A2,1,NAN,0.25,0.5,751569944,0
NAN,P8,A17,1,NAN,0.25,0.5,712387579,0
NAN,P16,A17,1,NAN,0.25,0.5,706157001,0
NAN,P15,A17,1,NAN,0.25,0.5,592178481,0
NAN,P17,A17,1,NAN,0.25,0.5,577491716,0
NAN,P14,A17,1,NAN,0.25,0.5,570087779,0
NAN,P21,A22,1,NAN,0.25,0.5,549429367,0
E10,NAN,A9,1,2,NAN,0.5,238695024,1
E10,NAN,A9,1,2,NAN,0.25,95121201,1
E10,P16,NAN,1,3,0.25,NAN,94262091,1
E10,NAN,A4,1,2,NAN,0.25,88333216,1
E10,P4,NAN,1,3,0.25,NAN,88256889,1
E10,NAN,A2,1,2,NAN,0.25,85474665,1
E10,NAN,A18,1,2,NAN,0.25,74256375,1
E10,NAN,A16,1,3,NAN,0.25,69212217,1
E10,NAN,A1,1,3,NAN,0.25,62885067,1
E10,NAN,A1,1,2,NAN,0.25,60578660,1
E12,NAN,A22,1,2,NAN,0.5,500948889,1
E12,NAN,A17,1,3,NAN,0.25,465620179,1
E12,NAN,A22,1,3,NAN,0.25,445806289,1
E12,NAN,A17,1,2,NAN,0.5,161125438,1
E12,NAN,A9,1,2,NAN,0.25,155730001,1
E12,NAN,A9,1,2,NAN,0.5,151354152,1
E12,NAN,A9,1,3,NAN,0.25,146313991,1
E12,NAN,A1,1,3,NAN,0.25,81878467,1
E12,NAN,A18,1,2,NAN,0.5,74407800,1
E12,NAN,A4,1,2,NAN,0.25,71914588,1
E12,NAN,A2,1,2,NAN,0.25,67694349,1
E12,NAN,A16,1,2,NAN,0.5,62590560,1
E14,NAN,NAN,1,2,NAN,NAN,262172640,1
E14,NAN,A23,1,3,NAN,0.25,185160973,1
E14,NAN,A9,1,3,NAN,0.25,178139091,1
E14,NAN,A22,1,2,NAN,0.5,144412535,1
E14,NAN,A18,1,2,NAN,0.25,129534231,1
E14,NAN,A18,1,2,NAN,0.5,128875632,1
E14,NAN,NAN,1,3,NAN,NAN,122325712,1
E14,NAN,A17,1,2,NAN,0.5,116265727,1
E14,NAN,A1,1,3,NAN,0.25,60419200,1
E3,NAN,A23,1,3,NAN,0.25,493438697,1
E3,NAN,A1,1,2,NAN,0.75,383896824,1
E3,NAN,A9,1,2,NAN,0.25,339704104,1
E3,NAN,A17,1,3,NAN,0.25,213584768,1
E3,NAN,A22,1,2,NAN,0.25,139056113,1
E3,NAN,A9,1,2,NAN,0.75,117504816,1
E3,NAN,A2,1,2,NAN,0.75,106283112,1
E3,NAN,A2,1,3,NAN,0.25,81699994,1
E3,NAN,A18,1,3,NAN,0.25,69357255,1
E3,NAN,A23,1,2,NAN,0.75,64936939,1
E3h,NAN,A22,1,2,NAN,0.5,306589207,1
E3h,NAN,A17,1,2,NAN,0.5,248417161,1
E3h,NAN,A23,1,2,NAN,0.25,219356318,1
E3h,NAN,A23,1,3,NAN,0.25,146644437,1
E3h,NAN,A4,1,3,NAN,0.25,102085000,1
E3h,NAN,A22,1,2,NAN,0.75,70778853,1
E3h,NAN,A23,1,2,NAN,0.75,68585076,1
E3h,NAN,A1,1,2,NAN,0.5,58663032,1
E4,NAN,A2,1,3,NAN,0.25,327649891,1
E4,NAN,A18,1,2,NAN,0.75,303286056,1
E4,NAN,A1,1,2,NAN,0.75,290130912,1
E4,NAN,A22,1,2,NAN,0.25,280156803,1
E4,NAN,A2,1,2,NAN,0.5,272460456,1
E4,NAN,A2,1,2,NAN,0.75,168783840,1
E4,NAN,A18,1,3,NAN,0.25,150482170,1
E4,NAN,A9,1,2,NAN,0.75,113502960,1
E4,NAN,A18,1,2,NAN,0.25,102269678,1
E4,NAN,A17,1,3,NAN,0.25,93656077,1
E4,NAN,A4,1,2,NAN,0.5,70361256,1
E5,NAN,A22,1,3,NAN,0.25,489084402,1
E5,NAN,A22,1,2,NAN,0.25,455381767,1
E5,NAN,A2,1,3,NAN,0.25,421029933,1
E5,NAN,A18,1,2,NAN,0.25,368166950,1
E5,NAN,A18,1,3,NAN,0.25,363110919,1
E5,NAN,A17,1,3,NAN,0.25,355773168,1
E5,NAN,A18,1,2,NAN,0.75,304255968,1
E5,NAN,A1,1,2,NAN,0.5,270278040,1
E5,NAN,A4,1,3,NAN,0.25,229631667,1
E5,NAN,A1,1,2,NAN,0.75,202824696,1
E5,NAN,A17,1,2,NAN,0.25,166654595,1
E5,NAN,A9,1,2,NAN,0.75,102988512,1
E6,NAN,A17,1,2,NAN,0.25,521529495,1
E6,NAN,A4,1,3,NAN,0.25,373070400,1
E6,NAN,A22,1,2,NAN,0.25,365630575,1
E6,NAN,A2,1,3,NAN,0.25,338380015,1
E6,NAN,A18,1,2,NAN,0.75,319788240,1
E6,NAN,A4,1,2,NAN,0.25,262866558,1
E6,P3,NAN,1,3,0.25,NAN,211207431,1
E6,NAN,A1,1,2,NAN,0.25,160790963,1
E6,NAN,A9,1,2,NAN,0.75,157872672,1
E6,NAN,A5,1,3,NAN,0.25,157544463,1
E6,P4,NAN,1,3,0.25,NAN,154456091,1
E6,NAN,A2,1,2,NAN,0.25,149464443,1
E6,NAN,A5,1,2,NAN,0.5,82877088,1
E6,P6,NAN,1,3,0.25,NAN,76982711,1
E6,NAN,A22,1,2,NAN,0.75,58556111,1
E7f,P2,NAN,1,3,0.25,NAN,426106065,1
E7f,P1,NAN,1,3,0.25,NAN,173518562,1
E7f,NAN,A22,1,2,NAN,0.75,132404181,1
E7f,P15,NAN,1,3,0.25,NAN,131926925,1
E7f,P16,NAN,1,3,0.25,NAN,125104141,1
E7f,P8,NAN,1,3,0.25,NAN,121705693,1
E7f,NAN,A1,1,3,NAN,0.25,117738914,1
E7f,P11,NAN,1,3,0.25,NAN,99642251,1
E7f,NAN,A1,1,2,NAN,0.5,93095984,1
E7f,NAN,NAN,1,3,NAN,NAN,90147080,1
E7f,NAN,A23,1,2,NAN,0.75,77702125,1
E7f,NAN,A16,1,2,NAN,0.75,73158779,1
E7f,P14,NAN,1,3,0.25,NAN,68356097,1
E7f,P3,NAN,1,3,0.25,NAN,67722579,1
E7f,NAN,A17,1,2,NAN,0.75,56652970,1
E8,NAN,A22,1,3,NAN,0.25,535327795,1
E8,P6,NAN,1,3,0.25,NAN,488027823,1
E8,NAN,A17,1,2,NAN,0.25,459385022,1
E8,NAN,A2,1,2,NAN,0.25,441206765,1
E8,P21,NAN,1,3,0.25,NAN,419823818,1
E8,NAN,A22,1,2,NAN,0.25,384782237,1
E8,NAN,A17,1,3,NAN,0.25,281158852,1
E8,P10,NAN,1,3,0.25,NAN,260937974,1
E8,NAN,A5,1,2,NAN,0.25,237107270,1
E8,P19,NAN,1,3,0.25,NAN,236251002,1
E8,NAN,A1,1,2,NAN,0.75,228272688,1
E8,NAN,A16,1,3,NAN,0.25,195537908,1
E8,NAN,A2,1,2,NAN,0.5,185959080,1
E8,NAN,A4,1,2,NAN,0.25,161064324,1
E8,P25,NAN,1,3,0.25,NAN,143257349,1
E8,NAN,A1,1,3,NAN,0.25,131056067,1
E8,NAN,NAN,1,2,NAN,NAN,123187488,1
E8,P22,NAN,1,3,0.25,NAN,123140449,1
E8,NAN,A18,1,2,NAN,0.75,114356592,1
E8,P13,NAN,1,3,0.25,NAN,112480300,1
E8,P7,NAN,1,3,0.25,NAN,109542967,1
E8,NAN,A9,1,3,NAN,0.25,86146605,1
E8,NAN,A2,1,2,NAN,0.75,85175328,1
E8,NAN,A1,1,2,NAN,0.25,66612049,1
E8,NAN,A9,1,2,NAN,0.75,64968144,1
E8,NAN,A23,1,2,NAN,0.5,64442974,1
E9f,NAN,A16,1,2,NAN,0.75,523400395,1
E9f,NAN,A4,1,2,NAN,0.25,442084021,1
E9f,NAN,A1,1,3,NAN,0.25,418864858,1
E9f,NAN,A22,1,2,NAN,0.75,288881080,1
E9f,NAN,A6,1,2,NAN,0.25,223040697,1
E9f,NAN,A9,1,3,NAN,0.25,214543516,1
E9f,P9,NAN,1,3,0.25,NAN,157718517,1
E9f,NAN,NAN,1,3,NAN,NAN,118416976,1
E9f,NAN,A2,1,2,NAN,0.25,90704762,1
E9f,NAN,A1,1,2,NAN,0.75,72604334,1
NAN,P16,A2,1,NAN,0.25,0.5,541214025,1
NAN,P13,A9,1,NAN,0.25,0.5,520504557,1
NAN,P3,A18,1,NAN,0.25,0.5,455080298,1
NAN,P21,A23,1,NAN,0.25,0.5,436483827,1
NAN,P17,A9,1,NAN,0.25,0.5,381159573,1
NAN,P4,A16,1,NAN,0.25,0.5,378262571,1
NAN,P7,A16,1,NAN,0.25,0.5,354825525,1
NAN,P8,A1,1,NAN,0.25,0.5,347301759,1
NAN,NAN,A16,1,NAN,NAN,0.75,339240222,1
NAN,P11,A1,1,NAN,0.25,0.5,330604016,1
NAN,NAN,A9,1,NAN,NAN,0.5,315167039,1
NAN,P2,A1,1,NAN,0.25,0.5,309871623,1
NAN,P3,A1,1,NAN,0.25,0.5,282195705,1
NAN,P4,A1,1,NAN,0.25,0.5,279854741,1
NAN,P15,A1,1,NAN,0.25,0.5,278603839,1
NAN,P13,A17,1,NAN,0.25,0.5,260639760,1
NAN,P3,A22,1,NAN,0.25,0.5,245256669,1
NAN,P21,A9,1,NAN,0.25,0.5,236238964,1
NAN,P25,A17,1,NAN,0.25,0.5,229104278,1
NAN,NAN,A23,1,NAN,NAN,0.75,226071920,1
NAN,NAN,A23,1,NAN,NAN,0.25,225630323,1
NAN,P9,A9,1,NAN,0.25,0.5,216419265,1
NAN,P14,A2,1,NAN,0.25,0.5,209380571,1
NAN,P9,A1,1,NAN,0.25,0.5,178051959,1
NAN,P18,A1,1,NAN,0.25,0.5,174239157,1
NAN,P10,A1,1,NAN,0.25,0.5,170371647,1
NAN,NAN,A16,1,NAN,NAN,1,164061793,1
NAN,P7,A22,1,NAN,0.25,0.5,159176647,1
NAN,P4,A17,1,NAN,0.25,0.5,156746175,1
NAN,P6,A17,1,NAN,0.25,0.5,154314882,1
NAN,P25,A1,1,NAN,0.25,0.5,152355965,1
NAN,NAN,A18,1,NAN,NAN,0.75,151265752,1
NAN,P21,A1,1,NAN,0.25,0.5,132422556,1
NAN,P16,A1,1,NAN,0.25,0.5,130779652,1
NAN,P7,A17,1,NAN,0.25,0.5,123212959,1
NAN,P6,A18,1,NAN,0.25,0.5,118496963,1
NAN,NAN,A9,1,NAN,NAN,0.75,112796210,1
NAN,NAN,A22,1,NAN,NAN,0.25,109840115,1
NAN,P19,A2,1,NAN,0.25,0.5,108307359,1
NAN,P19,A17,1,NAN,0.25,0.5,92595377,1
NAN,P6,A16,1,NAN,0.25,0.5,76855995,1
NAN,P5,A1,1,NAN,0.25,0.5,72291612,1
NAN,NAN,A17,1,NAN,NAN,0.25,72145661,1
NAN,P14,A1,1,NAN,0.25,0.5,69464480,1
NAN,P19,A1,1,NAN,0.25,0.5,60832658,1
E10,P2,NAN,1,3,0.25,NAN,54013922,2
E10,P7,NAN,1,3,0.25,NAN,43873737,2
E10,NAN,A2,1,3,NAN,0.25,41464633,2
E10,P3,NAN,1,3,0.25,NAN,40118982,2
E10,P25,NAN,1,3,0.25,NAN,36192585,2
E10,P11,NAN,1,3,0.25,NAN,32961851,2
E10,P6,NAN,1,3,0.25,NAN,29956658,2
E10,NAN,A5,1,3,NAN,0.25,26287154,2
E10,NAN,A9,1,3,NAN,0.25,22460328,2
E10,P1,NAN,1,3,0.25,NAN,22320307,2
E10,NAN,A16,1,2,NAN,0.75,21325296,2
E10,NAN,A5,1,2,NAN,0.25,18624419,2
E10,NAN,A22,1,2,NAN,0.5,18286106,2
E10,NAN,A9,1,2,NAN,0.75,17582448,2
E10,P15,NAN,1,3,0.25,NAN,16979465,2
E10,NAN,NAN,1,2,NAN,NAN,15223560,2
E10,NAN,A23,1,2,NAN,0.25,13674985,2
E10,NAN,A18,1,2,NAN,0.75,13496688,2
E10,NAN,A6,1,2,NAN,0.75,12302880,2
E10,NAN,A23,1,2,NAN,0.5,11914927,2
E10,NAN,A5,1,2,NAN,0.75,7211640,2
E10,NAN,A16,1,2,NAN,0.25,6442379,2
E10,NAN,A4,1,3,NAN,0.25,6391533,2
E10,NAN,A4,1,2,NAN,0.75,5166480,2
E10,P23,NAN,1,3,0.25,NAN,4899478,2
E10,NAN,A2,1,2,NAN,0.75,4796664,2
E10,NAN,A1,1,2,NAN,0.75,4579152,2
E10,NAN,A22,1,2,NAN,0.75,4138807,2
E10,NAN,A6,1,2,NAN,0.25,4132742,2
E10,NAN,A6,1,2,NAN,0.5,3673080,2
E10,P5,NAN,1,3,0.25,NAN,3578451,2
E10,P10,NAN,1,3,0.25,NAN,3071320,2
E10,P21,NAN,1,3,0.25,NAN,3025507,2
E10,P18,NAN,1,3,0.25,NAN,2232155,2
E10,NAN,A18,1,3,NAN,0.25,1917087,2
E10,P19,NAN,1,3,0.25,NAN,1848896,2
E10,NAN,A6,1,3,NAN,0.25,1606049,2
E10,P8,NAN,1,3,0.25,NAN,1454714,2
E10,P22,NAN,1,3,0.25,NAN,1214207,2
E10,NAN,A2,1,2,NAN,0.5,1096224,2
E10,NAN,A5,1,2,NAN,0.5,959880,2
E10,P13,NAN,1,3,0.25,NAN,952082,2
E10,NAN,A1,1,2,NAN,0.5,933888,2
E10,P9,NAN,1,3,0.25,NAN,923649,2
E10,NAN,A4,1,2,NAN,0.5,904248,2
E10,P14,NAN,1,3,0.25,NAN,671241,2
E10,P17,NAN,1,3,0.25,NAN,608930,2
E10,NAN,A17,1,2,NAN,0.75,153437,2
E10,NAN,A23,1,2,NAN,0.75,109195,2
E12,NAN,A16,1,3,NAN,0.25,47698833,2
E12,NAN,A6,1,2,NAN,0.25,43822099,2
E12,NAN,A23,1,3,NAN,0.25,35770431,2
E12,NAN,NAN,1,2,NAN,NAN,35599008,2
E12,NAN,A18,1,2,NAN,0.25,34677075,2
E12,NAN,A6,1,3,NAN,0.25,21527992,2
E12,NAN,A16,1,2,NAN,0.25,14665667,2
E12,NAN,A5,1,2,NAN,0.25,13592318,2
